key,value
12253,66889
29704,83358
20530,62077
32832,87383
11285,74818
20851,64491
3082,67786
9369,76633
43582,59038
40516,86512
29530,52374
48014,86244
13078,87878
10141,67885
1150,84026
24306,94070
31795,92115
30391,73687
9203,61118
3751,73368
7175,98680
15063,55517
5380,66009
40265,92192
13429,56229
6053,78658
49980,97200
11802,58446
45831,52924
16035,67988
14466,50284
13262,96156
40858,67189
21586,68651
12465,90013
47990,83136
28725,63097
12339,51198
37655,62342
45268,82442
13900,57194
8518,52886
20518,92390
13405,65047
23661,86132
31104,86553
7950,95986
18601,78860
28826,87792
13356,64065
6330,68708
48668,63479
27803,51668
45958,75316
2791,50895
38551,69463
18717,83336
32443,60078
7729,79518
4687,55961
21753,90943
18179,92868
46641,84513
43112,81743
35367,64972
35647,57118
15020,62585
28337,70934
17733,51781
13808,82821
19340,67042
1946,64851
20680,55677
27181,97960
20824,77152
20504,86143
13479,74302
49598,97771
28450,80932
8639,79665
48965,61412
44122,55704
31739,79156
37860,55109
29819,95116
28038,59276
34484,64312
21816,96058
7928,79550
35370,77984
40815,97865
8014,67390
6438,89819
36257,64843
5445,59060
2076,95594
29973,88700
986,72442
2081,69097
38175,61442
32519,85343
2300,93556
14366,58549
43262,93951
47789,66088
49435,53483
23835,96323
47085,68274
40367,59475
48587,96473
13141,62601
46897,63246
18083,57677
39680,71461
20913,98495
31962,98655
29591,67080
22708,54468
24807,55262
47434,83536
4774,67462
24493,59676
2166,94289
30975,92340
1670,61268
44166,71489
15580,99893
5153,55980
29059,97393
20334,62206
32407,74214
6908,80686
5994,82627
43053,64056
34417,65799
40255,50504
10849,70050
42076,59271
1168,98509
26048,64293
31167,59515
12012,70039
34240,61931
32244,66056
37977,94399
23867,80449
27990,73191
12833,95386
3484,70804
9416,84963
11638,84878
2411,80503
15406,57402
49912,67095
48594,79027
41483,86903
19173,85030
5641,85733
45921,54486
26908,89151
41090,75379
17369,85798
43012,78233
7490,87886
33526,58202
6030,50245
7815,77408
46743,78498
37353,67189
37602,65078
19927,88405
38541,78575
7803,80571
45630,92501
4923,75605
7279,54607
13473,93654
42554,68271
12851,90508
48405,67337
45827,53775
5784,70732
20715,64684
23919,72897
18807,65336
34641,84311
31061,61658
33215,80784
28776,71754
9879,97178
1140,89892
7303,51058
10911,61149
24729,71156
24425,56868
30107,81812
35194,85320
42089,97694
48916,98354
28058,92712
22488,75267
23188,62744
10238,95603
6599,65527
9375,50850
29680,61742
48922,82595
24544,63245
9374,63776
3796,77400
14863,92839
13758,87040
1183,81736
31792,90630
6098,58468
33303,56070
11665,51928
7244,66595
20778,53322
49087,92533
12973,74211
22799,79945
34623,51709
40861,84130
46915,96917
9684,80023
27777,53641
41101,56381
17456,59447
42832,50505
10499,80812
25133,61368
16824,57007
32778,52093
3569,73489
39078,50853
39789,89209
45421,53143
47158,82245
35396,51104
18469,84573
12966,96248
47295,91636
45687,85285
41765,99913
38191,79270
20407,93827
7663,97708
42523,60457
15587,70535
37565,85989
26717,67376
3919,97907
23554,55732
18251,88088
18798,98668
22230,80708
19048,83714
34643,69951
3403,88716
13395,56395
17809,90795
45091,82938
16192,72648
5084,87000
14911,88453
40742,87958
43518,74495
19081,77206
27579,57754
28705,83411
20695,54481
23205,73871
12643,74714
15676,63776
48063,86360
41325,50652
21229,52192
283,57954
24040,90733
22003,98213
47242,52659
2687,99183
47449,61362
19539,90726
19815,65361
24623,95587
13932,75753
43089,96209
4388,99194
25679,92826
21531,55617
11893,99733
45034,94041
31321,81041
3740,90866
6124,97780
43543,72754
42015,60715
12018,93877
32193,50923
49183,60036
14821,73181
10884,86299
11683,60821
20611,53530
40689,62345
1235,75624
19008,95200
3405,88378
802,53804
35288,75754
4739,86046
34820,97181
42707,75513
2273,89029
42144,71426
45107,54148
47151,53519
9865,70371
25901,84737
39339,79924
42765,99457
4558,82582
328,73685
29302,86774
22711,73154
30012,71029
9120,94636
20817,91828
43706,65474
17831,79385
22621,75885
28027,63217
25582,58373
28345,59555
10835,77120
45656,68714
47387,67071
39537,84788
19584,64833
20957,78916
8367,56291
4989,85305
14319,71725
29575,87983
20655,54297
35287,79713
48998,93319
36834,54157
32913,57234
21363,71239
24690,55695
15973,69923
38958,82304
19821,54698
13810,69351
40342,83978
42800,89159
29621,83725
19765,71258
377,89662
4561,75959
4788,94210
28443,50820
42376,71590
3674,92990
15387,85516
8036,70333
1324,73461
25093,62699
34254,59106
34396,76144
16517,82413
31286,55651
34681,83842
38759,87100
29526,84169
17895,95490
2321,55771
36957,98667
34995,90853
47207,90994
47118,92226
27102,66184
27063,92973
28248,61197
40612,80587
36595,99621
32817,72080
16116,86060
23263,51628
20469,99821
39520,75028
20234,91144
10604,72495
23127,83188
9707,80780
38188,65817
3122,81937
4997,73699
20329,91156
5908,74837
30712,70084
5393,78345
18020,92528
38343,96204
43469,83318
47903,51488
49417,77339
8207,60838
19791,88618
12507,92495
22040,93867
36068,86340
29334,92190
20257,66130
18232,69966
44769,78181
21913,81534
35446,50150
16172,57678
25021,71743
3422,98457
42567,61964
13942,86869
25564,91117
34239,63370
40122,51079
28817,66131
9759,99471
29710,77654
26539,94002
28592,86408
29111,75208
35877,61330
42948,77317
716,91339
38590,62122
44987,50354
23001,70546
48699,78826
16822,63198
41845,60865
43529,66093
48255,70502
48149,85746
22174,50507
6512,70920
2934,92539
27442,83038
47294,95452
42309,68101
3717,64137
40894,81168
10092,92791
7441,72346
38313,80335
33291,80831
30762,61653
12744,67898
41434,75408
44926,95729
1446,51348
41656,50905
20239,55250
6156,62240
9463,70429
15400,83557
20947,86221
16743,97211
5186,67485
25033,64417
18237,83623
5922,83275
5350,64279
43398,84800
1804,59528
584,61052
26935,55307
526,68023
48852,83189
22900,58459
48001,80185
36670,96729
48774,68317
37375,67278
45597,78869
5048,56795
44532,77927
45023,89193
44135,66857
16223,89618
15898,96201
31422,71599
43726,97517
43347,50104
20664,88252
23560,86436
32478,82744
40473,68890
39701,71736
33913,79628
38606,58857
37879,83312
26292,80416
32923,98790
49206,56266
13377,66608
9522,56103
47170,91623
5425,90125
41893,62977
27690,60488
47311,86024
41281,79294
7091,64950
6542,79888
10411,72677
44878,84344
47474,87454
11395,74940
38847,53137
42394,97890
26795,83095
49189,73694
431,75603
19041,66136
9507,87534
45319,84843
48528,60284
15854,95414
24469,94889
6862,76445
31069,56178
29685,85182
21984,54157
38149,71860
10439,92580
41711,99309
6070,52897
28644,58996
1236,98803
42589,58876
7326,86980
38396,59902
29616,98675
26154,81076
4585,95318
31233,95877
7299,64685
771,97550
9366,60188
35050,99877
36241,67275
22548,86870
10312,78970
8627,51559
39719,66231
5929,58957
43445,74110
35750,54806
6242,78027
1987,78053
45383,52300
39170,54209
23534,93079
49629,55610
46481,95563
11710,50129
23041,97864
48933,91038
17154,74159
14805,92797
7799,62917
2007,57797
22428,51143
9920,89323
45255,69332
39121,80691
8867,89987
33503,74558
39491,61794
12645,79100
41498,80356
39156,90424
48974,85063
30769,92903
2234,56059
33959,99177
29807,94413
27236,91379
10081,76566
40250,76439
11975,86489
39669,81908
42716,81955
16721,98061
43974,72783
28137,84873
8874,93928
605,67976
42790,55947
36002,94751
23977,60184
30103,75793
20717,96032
37518,66783
26425,76092
17730,66457
3449,76866
39568,87404
13333,79979
19689,66084
50,58290
29306,81253
10784,74284
49252,98682
33065,54603
33564,72639
4971,87074
49400,85470
23472,84666
43761,99923
39337,85521
31332,59865
2700,54935
49021,72724
25474,64773
43452,64447
38293,97163
29360,99497
19561,82685
19325,96525
13169,79343
42100,93230
38811,95252
10074,88749
1971,50454
34046,67568
999,65844
17127,52224
31147,80628
15134,80217
4896,63769
5898,89367
35374,57301
28783,79087
35590,84529
25530,81714
47557,55162
12771,51097
7577,60300
14354,54453
49652,87724
17083,95678
4066,53148
5919,74510
29154,95108
49750,52655
11467,97743
26322,91874
10446,88693
7667,85903
43859,92924
3955,78101
11607,67195
15133,73758
44283,87333
44351,70329
41872,56754
20335,73981
41227,68103
48750,61484
2915,80160
33266,88379
34944,51947
26919,95910
39369,78798
8556,92346
41393,58761
26634,96159
6117,55489
24877,79327
13596,54577
49122,78534
48645,67589
36919,82182
43589,60321
23399,86242
22814,56797
10240,53864
25418,81057
27392,81307
26812,65983
4963,99006
15052,83618
30584,72789
48183,50168
37466,65080
9343,85376
26236,53519
16087,86611
33971,98769
29512,94841
38073,55160
15492,63988
8304,74985
26891,55633
21098,53494
48301,61764
20674,86769
1623,86786
49113,80920
36743,95428
28302,98892
11695,54674
25233,87500
18401,61337
44578,50750
48072,90327
35922,90736
28059,94411
45133,73106
22777,86514
33728,88503
16141,91415
42430,90550
4802,63988
29570,50658
9568,70609
46843,83819
2773,93543
36976,79988
37583,76368
13807,79333
16126,56255
43401,78706
14179,84309
19165,96760
37566,90548
19569,76518
30056,85968
44639,98478
25871,56357
10594,53863
37252,52465
1536,55211
24297,57724
10488,88618
25001,85359
1568,67292
37638,98005
40002,52917
8523,57528
14500,98029
35431,51291
45111,79065
32534,62451
8117,71149
40202,50154
2631,50709
41031,64871
45463,56025
16057,77366
31827,83243
30656,93773
10845,63278
29438,83780
29164,83444
7715,85007
20156,81632
12610,66633
48937,92170
47999,72730
23369,91197
22581,98092
464,60292
1882,78929
21105,83384
31994,72608
29420,64398
18109,67596
16181,94872
45725,89412
37410,53813
17743,64176
552,53485
8413,65988
1927,63216
49558,63462
46606,65597
1347,99577
22472,78257
13959,94730
41425,87924
12648,60688
33279,57618
38459,96280
1203,67553
14376,67855
37639,88535
36262,97094
46192,83838
7655,78648
38410,85532
40204,95298
960,75115
10400,97103
20135,85562
12821,88729
16153,63465
35078,88568
31438,67395
31253,63897
24057,77214
7710,52500
2325,74717
41900,98466
13259,74085
49728,53951
31971,96897
10954,83486
25059,85271
41990,81375
2112,64525
20107,86933
11821,87297
44835,54301
12298,87900
43894,55421
15930,89154
29813,83442
23000,89150
23,86411
2364,85648
38951,69364
42696,99729
5603,86833
11589,83786
24848,78580
36784,99157
42442,91767
5058,65203
49664,73322
2387,99573
13163,67435
22869,51228
16751,81223
6320,75197
47884,84916
40368,87248
40628,99859
15897,51297
21359,75579
7336,91774
33002,99378
9275,51999
24120,80789
47820,79561
14478,56914
43847,76452
9976,72995
35082,60576
31025,96038
1030,67760
21650,67224
17021,82317
31140,73820
7317,82454
30133,65569
49243,76253
3586,64593
22528,94847
12422,68931
43752,56542
27287,99826
41639,74971
45131,65346
26755,81181
12562,94621
44372,80557
25312,60693
22111,88640
8186,93053
47595,71335
28362,57491
5458,71034
41097,53542
8857,66894
3208,64258
9250,62045
19374,54810
47252,56388
48768,56965
13435,80479
45719,87737
9534,97672
49221,73770
21149,99605
10450,87418
48773,60196
2009,66807
29785,52195
13150,65814
14350,82182
16374,88374
34187,64271
30162,81614
42092,95516
7903,89829
23829,68476
23837,80028
39349,54710
49048,67482
4730,51978
12481,53115
42267,69163
27908,94140
42553,67448
7892,70016
14764,52402
39868,54603
3676,84434
44492,91936
30888,67779
31191,88568
19807,82399
753,76496
12921,99740
35262,60425
48438,61998
8399,88870
15938,71313
30424,76587
5911,54523
18750,52897
38275,87867
2169,50653
4037,89376
15798,93111
42187,58149
49684,65951
23767,86345
12814,98028
24788,88353
21730,50001
27988,63526
11221,79678
22384,92888
6762,62224
32285,86109
20721,71287
42544,53758
44994,55316
40569,63038
20490,55843
18142,67993
27114,95575
10796,72214
19564,61012
2148,92775
48465,79640
25320,52067
48690,66570
41705,60810
39766,84789
33982,68497
766,75730
36572,76142
23034,76119
14477,92558
48135,65493
35361,82661
24117,71063
40247,51523
36457,89299
5039,76701
350,98664
27998,66430
31447,96543
6100,66771
23967,54066
38908,84811
17326,97621
48994,90551
12564,96396
22553,91368
48164,50404
18261,86855
35854,53717
1790,83212
4004,56325
5565,94334
15152,71281
34704,92184
22492,77361
9916,94375
45932,73119
800,89606
35902,65046
6257,67232
11002,86915
30407,57276
14484,81719
15340,91706
32653,75701
44612,54745
40309,50896
44019,65090
8272,91615
4250,59243
657,51102
31655,79709
5694,65778
2839,93239
23155,99246
15458,93455
28307,60934
31205,51646
21765,69753
20646,96525
10636,52289
23062,78141
998,76177
33138,75057
4980,89122
10283,79038
12935,99238
1690,98198
44308,95048
40495,87116
1007,84101
41109,81494
2506,79632
40128,71181
44292,80310
38547,50268
27333,61776
35780,98401
34588,71453
27079,98846
24476,50244
21124,99237
37740,90620
42038,89531
15997,61341
21197,99674
29428,96029
30943,93404
38857,95295
11905,62417
41277,96767
18569,74365
24063,61173
34256,75320
16952,85146
27608,53100
13731,52967
26411,57936
28320,60822
32064,72071
6240,57873
6961,82537
22627,58033
39173,81803
31705,59554
9382,97910
37328,87492
32429,54816
47179,69894
17785,77845
16719,90132
8686,55352
43166,87399
27039,91555
37382,80403
35085,61524
9065,50474
34879,77443
32117,69213
11873,56503
49620,61115
5923,67893
15195,58448
28766,93404
25630,78445
35939,99717
49109,59723
29448,88708
38285,71600
49572,51944
34255,77894
29158,62364
12293,57609
24740,87312
48934,89045
47372,96087
1178,66535
8445,97002
44382,77305
9213,63555
46774,99136
5124,50447
6962,67583
14149,58515
14949,55914
48381,92956
17519,67417
19328,55719
24659,93954
41166,71677
33820,87476
23954,56638
30421,64836
3927,61890
28086,99556
9124,80386
19177,60128
33927,65041
7082,88832
42014,96315
44859,87441
14772,57636
45046,95140
33835,87582
34493,95888
41521,58965
25826,64461
33032,59990
48020,74197
46057,64234
30084,59078
22970,60957
26621,50074
11834,54612
18143,85986
27528,80821
5021,87306
18303,67144
41298,78660
10030,83192
34717,59971
550,97934
41897,60285
15691,63090
29338,78409
18172,73051
3470,72200
44485,88905
18522,82197
47770,61745
41405,68857
3043,59493
13580,53191
26150,99571
25331,65848
46128,93557
18842,74622
38914,71922
45514,77513
27896,79225
2619,70977
38974,59963
38736,59466
48846,62046
30060,83962
24570,65781
36565,71249
40957,55396
32874,83096
7232,84831
18976,69828
15658,72215
41770,64005
49263,97643
7087,75083
2196,57913
49257,99387
49612,71312
31999,99856
38780,57046
6374,83932
24679,67083
45731,90661
7234,68110
29767,88646
10435,87383
10688,96272
25140,82495
905,61672
20520,80386
33029,89722
13381,55007
41195,80991
14238,65462
8454,82596
29708,97476
28792,91439
28966,63119
11356,54477
5130,95895
12589,64619
22485,80759
26025,91168
286,86649
13854,59666
45566,69728
42893,50388
15439,60156
24185,59156
6706,99399
42258,90006
11050,72318
8100,97804
26760,53355
49857,97050
9383,61192
10307,87659
23368,86832
24874,64181
21619,74998
10854,94356
17233,88268
28436,53970
27974,56764
41251,56852
28893,56907
33396,96827
32505,95428
8278,53503
15833,79384
49276,80338
49932,82108
6859,62917
29516,86325
20371,80054
17822,97732
46653,67940
16880,50424
20559,54813
5005,77858
23676,98019
2202,98061
27859,73407
13834,88565
12014,90219
11796,89906
45893,66805
214,85296
42557,83143
14775,70876
1361,50557
2404,58365
14041,84001
35513,76139
3305,94857
37059,95541
1788,71483
24857,68531
39681,51450
27308,58754
208,98589
23658,67396
2640,74360
26714,69691
42329,89205
28970,96854
41369,72053
30789,83287
19700,57363
6184,71250
14027,80236
22063,66722
21790,99311
9388,53396
8260,84687
2167,78044
36405,76843
35095,69212
13187,56465
13814,72325
27180,98909
976,96494
43127,54255
37615,80878
31497,97787
27659,85907
28708,56581
47564,59825
15748,91088
23774,67024
11598,93379
44865,93391
43520,66351
13047,50585
23504,73157
26625,85226
38985,73659
28793,91177
30520,66554
36716,62519
24463,85899
46575,78783
32036,71323
40743,73289
43277,83346
45173,98017
42785,94703
36202,65010
1133,63552
28454,96278
11664,58655
49014,71709
28279,97970
18151,69888
34197,87301
40378,94493
22009,86594
33954,89588
30543,58822
11412,97241
4309,55711
33090,52572
21676,55972
23873,89266
16706,92049
2013,58198
10020,51085
6241,72918
42836,97558
2164,68518
6363,51587
37304,80843
8771,91886
42518,72490
16896,58124
6947,56733
18165,54755
14017,76120
29253,85511
14404,73475
20760,59601
30517,60520
14746,87334
7811,79654
48329,83861
43055,79905
43693,82314
44303,73064
37988,62787
30384,62988
3617,91337
3119,75934
27916,63182
48674,71943
8461,94353
38738,75799
19541,54761
16637,91180
2423,93277
5883,59410
8532,81192
37500,62229
35092,54226
2590,95958
47912,63604
46307,95188
12224,74194
17053,56826
29726,50020
46817,54038
30961,65380
10615,85561
7164,92542
46249,82028
15513,92587
18758,80196
28833,69112
8932,74128
26865,74466
18449,79528
35224,52253
19721,91256
19690,57427
22558,97986
45632,99985
20007,86174
7638,72085
11996,99661
27284,59227
47619,89275
36239,85716
23145,98374
38915,89398
36447,86226
43256,56615
31657,79490
23896,69079
42811,94057
48462,70955
43490,93425
20209,96674
43208,57312
45363,60236
9405,75711
30124,69824
5792,64745
41580,73230
28582,95451
43178,94391
43638,64889
5455,54833
49821,76444
30252,83009
4308,77053
37301,74983
22601,90202
25488,62548
16590,80809
18677,72814
5469,68293
48582,58131
9411,94067
13022,94181
5486,80491
47898,88659
29068,71037
47578,88746
34393,68153
37862,65655
43432,91984
5877,55574
25274,82532
37335,85726
24329,92608
8382,57085
35686,59817
24153,70361
48969,67499
38409,55847
12809,99057
43509,59121
49754,80603
21374,65078
18885,68813
6700,68550
29667,51794
38456,83480
35698,58170
40228,65398
47894,64394
16012,62610
36559,88238
28191,76780
21894,77160
4056,60305
9699,79362
1811,99077
23291,71844
33712,96729
4961,65624
34026,63688
6009,65104
38485,70823
10963,61751
13521,80553
46141,80870
2993,96680
38688,76601
22534,84965
9861,63463
25328,86531
22182,54701
35831,62222
8728,61385
26946,82786
10520,88880
6116,94230
18113,56616
37815,78089
37677,80292
8854,59125
29177,87640
15780,99776
37753,51101
8280,51464
18627,52660
17663,86571
12662,65366
12268,56823
29063,83183
36046,81404
39592,64938
39991,62413
13809,97710
32499,65146
14700,91490
42397,56299
38970,56490
35161,85019
9723,87157
42424,86834
23491,61574
31190,69433
15208,68809
1092,75238
33399,60225
21226,69619
25370,53148
27644,88867
38214,93882
21344,83201
14314,95699
23233,69116
9399,97514
23224,70479
15545,52111
35376,67095
32711,52053
33707,59720
25100,96754
30537,90675
43666,60410
12446,93599
13059,86256
38724,94837
1710,58583
33476,93910
42391,88335
41290,81810
15332,63982
39994,79577
25735,55545
8111,98487
42968,53452
20246,56108
31568,96732
22393,88369
34003,66470
31323,57911
35415,52478
42900,95392
31301,80771
23562,59673
11732,95157
987,68020
25013,79159
9547,71030
29207,66758
6612,65921
28172,94232
5038,86873
7493,97336
964,54865
19207,76822
2204,86789
47891,89828
12727,58127
32418,94494
14973,52742
25168,70871
37295,79314
21599,93536
14146,73611
520,75606
7971,98304
21745,77097
1528,77182
46538,73675
27752,77410
39866,69433
8105,50542
30638,78709
44626,67526
14394,79471
28427,62004
21092,51722
48919,86850
28505,83378
47356,58810
7506,66357
44800,62013
1878,51156
42179,83071
12458,64214
19796,78837
5711,78185
24902,58403
31944,71541
36116,75561
23969,70028
15059,87172
5683,83115
27876,89462
38091,84503
15907,68100
16257,70414
34627,69466
45453,74433
15923,93312
30041,65099
18907,71740
11192,81883
14553,57512
42344,69508
9164,70274
31355,69835
18969,65176
47177,87103
20378,81650
7648,65587
18352,76246
26491,63200
31425,81902
17349,95396
21702,54676
4846,66361
9551,98950
133,94098
49986,56349
2401,85535
10579,60517
2790,58423
34341,64151
34299,51682
20515,92775
31370,50370
24428,88225
29273,93923
28704,78191
15701,81270
33977,92355
15902,83145
4259,90701
49323,77802
6451,71227
23239,56627
46694,83849
23810,73942
34916,51686
6243,77475
8159,99166
6400,61571
41723,75327
23820,89503
23651,55093
2855,92509
25367,91568
28690,91927
19062,89625
48502,53954
33063,61154
20754,84803
49085,57659
17753,63460
19741,98154
22626,98832
22743,64714
36782,70256
10032,99518
13343,77034
35479,62420
8940,84435
29482,91047
28662,70750
20571,64709
18520,77970
31661,54020
31848,66120
7998,64888
15601,95515
8,81895
32611,67974
31021,66327
10426,63541
2815,77380
48688,54144
27409,76221
36725,87862
44622,70787
5586,89278
41994,56748
29135,63381
4439,81333
17793,98009
25180,58448
41072,81851
35031,54787
40703,63357
38163,87882
45544,78862
16314,89838
5252,53781
25913,98478
24867,74640
28964,94672
5246,76715
34605,51434
46661,73492
21495,85600
28830,53006
21050,79458
34126,95170
14032,59756
25599,82333
35251,72090
25365,81007
4092,81135
10091,66934
26584,64938
9136,69722
34377,72308
21237,94190
23220,77341
32938,73208
7705,72599
11499,80699
42043,89740
23143,81117
22876,83447
21759,62301
49751,75268
26422,56549
35114,52394
27926,80633
47829,82462
21063,60146
7397,71903
2243,54047
34789,79754
32234,93964
29706,99177
42813,88640
4563,60967
42670,72694
49274,60014
3714,95949
36316,58112
11808,84814
6747,94726
23036,96867
27681,53800
21779,82516
8990,73516
43284,72176
6115,75189
36547,62237
27801,75832
24977,54265
37413,73960
26439,76915
43380,94020
49844,65268
19316,73820
14024,55161
5336,90432
36477,78466
36304,59477
34772,84612
13033,71362
2468,52385
20068,65317
3294,68826
27138,79084
8574,99019
28284,91679
23822,61469
36270,68626
4456,52227
18320,55489
32618,80534
48351,55754
20034,93176
29995,51255
11937,56435
9144,57491
10109,85312
4294,63252
5666,85131
12844,71548
22486,64398
16101,76734
35276,67031
1429,93767
33506,58145
41895,59174
40450,65461
16225,98305
30926,51946
14479,90802
22269,50351
24865,60774
49621,78106
19092,63240
918,86665
21820,51073
19983,51845
41046,64499
9204,63581
43242,75037
44886,91593
36173,68186
6867,80853
21883,70636
45138,73197
40927,71341
5107,90180
19519,63312
825,55056
30758,72102
39924,99377
3798,79597
14010,81063
31590,96159
23637,84159
29587,72200
31919,64462
47596,88413
13194,78618
9869,84171
12177,92842
1034,63776
28702,87133
49679,83869
8448,84432
24129,50467
29870,82101
20996,96514
39082,82397
30525,91547
21039,63851
153,64078
10592,97205
26464,91091
47589,73424
10754,93215
8264,94099
15688,85454
14413,53116
24096,95482
41625,77813
23142,64458
22201,64352
46415,91559
9438,55749
45368,66761
6315,65327
19447,85100
26675,56464
14271,98284
11378,55884
3143,85152
45813,64942
35935,68177
44066,61812
24203,71786
49829,80194
29952,79040
25131,78386
46705,73998
6733,78827
4207,80660
19184,58803
9988,54946
49860,84631
43148,92544
49025,81521
17546,89830
35170,74653
43006,98896
24235,80300
12153,86677
21184,84065
48332,94009
46154,67363
33792,99474
40800,94815
930,66621
28856,69782
1037,64235
10516,54054
8699,68789
447,76302
38700,58888
11594,88717
36791,94550
32474,65475
48481,64447
7196,73638
8098,64419
2087,87833
29943,54622
34386,60260
12895,52201
34176,81712
17166,62071
34308,54524
49893,92492
41546,66323
26499,81176
22856,85905
36256,94556
3901,70472
2971,95773
15990,99316
20933,78682
37420,78919
36092,82939
39057,86801
24628,82751
5028,59296
2430,51761
43429,77780
19762,57800
35213,83116
37813,68014
30637,83266
37972,82955
37942,84002
21782,73964
15388,68117
24326,85185
44642,63557
45916,61197
48319,66434
24670,51729
30141,61928
29604,55233
544,69556
29267,56194
13837,54486
46390,53834
39168,70458
36145,86535
13434,99769
12302,61291
33276,64441
21278,57183
48579,90722
11511,79902
31264,65541
29491,78089
42195,75912
37145,62510
39653,86507
26208,67815
6189,67201
23680,88458
41686,64773
26211,74969
49290,55698
22957,82101
42404,74841
6024,59638
18893,60486
5939,91004
25252,65472
23622,69859
31214,56492
42966,63964
1559,80442
38789,61674
14065,51979
29856,71712
5138,72793
49307,56906
5050,72402
40151,91563
29551,76681
40400,81708
17648,59071
2424,81406
16992,61096
37237,84989
46479,60464
24934,73201
38812,71362
297,83938
20683,72689
9955,71964
3521,93007
44444,91917
42756,85019
39512,74305
39509,88733
12802,86248
39643,76154
41929,81728
39973,76755
18219,67291
12634,63209
5167,50863
29023,59750
12728,69514
4727,61559
22419,54142
26064,76153
45179,82810
36694,89791
28492,56693
29283,76292
9655,69602
1979,71821
47840,52455
4991,67123
156,84033
46476,79499
12535,51293
45292,93751
38359,54570
45399,71279
9634,58840
27327,75567
7030,91744
25074,89658
32406,75185
17312,87056
13399,53519
3947,99165
21410,62345
47500,56754
31579,79734
6546,54323
18635,66424
47937,73802
13041,51539
13542,52454
41928,51725
42143,94002
32609,85382
5151,74798
45096,92217
11258,94634
15321,94827
17573,58674
44810,63427
5420,68277
6464,57715
45450,88846
15319,56355
39269,84952
38797,81676
8300,70168
4526,99689
41266,95591
31851,93701
6204,62648
14134,84194
30776,98826
20310,85926
42433,64732
23688,57980
20359,70858
31079,67961
49814,90891
44244,76858
34154,57794
24496,53242
14602,97234
12362,94562
45785,66469
23422,85753
35555,98328
28005,53106
30777,69501
6960,90587
32821,66353
36337,91442
8706,54854
6724,52604
12968,98624
12666,80680
25024,70941
9049,97417
17522,50840
23159,95164
44538,86791
18492,77861
40759,54706
28859,94118
1580,69176
1890,76603
34663,78808
41007,61426
46836,80552
14020,73124
48031,86416
40630,53140
42503,52691
13061,84449
12652,58100
28385,95110
9191,87521
13745,92291
35793,98493
34852,75633
1370,93949
48474,98352
14369,96858
4866,61009
17244,68310
28747,72878
46717,58336
620,85431
33299,99969
45002,50432
13613,90276
4832,53300
24864,90666
27541,84875
5213,59065
48605,73690
16063,73585
7123,98267
25460,91391
38870,77966
49443,97495
48992,60044
9278,84911
22258,96157
15560,68064
46109,84908
41509,95834
19214,70615
38512,98117
48261,92275
27395,57828
19818,95354
41366,57394
15583,90324
9202,95261
31232,50985
31586,52704
29997,51797
11302,89845
42375,64179
2522,67186
49744,66202
36803,89744
40922,89180
25942,57235
48646,53243
31548,79517
30936,75822
14108,72527
16142,63363
8013,60936
31187,55466
43171,97103
19853,59820
34064,76303
37781,53445
46298,85887
37967,84122
46726,78528
22450,56231
16491,88051
34799,66792
35541,54809
29255,68502
45417,98351
28807,59876
10088,80106
2570,56105
8948,61953
3672,93336
14665,60975
6549,50223
46862,76334
28372,68916
39988,68229
32777,60527
21750,55883
18692,99252
20014,64733
24574,78510
15551,96340
15617,87990
47662,62998
18768,78190
25359,91208
19586,84545
10417,75565
5344,50817
912,89445
5406,58305
46322,62435
47220,86102
9466,80069
44756,90006
42339,81104
22332,62412
12834,54502
1060,70049
7769,96351
14740,85505
22451,86479
12655,86000
3551,62220
15836,69011
23271,77150
24833,58582
19491,86199
39092,79909
1279,83823
23283,68157
34109,90637
3933,81916
41157,52456
1463,70509
47269,73843
24482,74795
23729,76790
39090,60736
26144,66529
15250,90313
47133,95970
19860,93737
7104,76731
15803,76081
47749,60834
15175,71412
28976,52631
10335,71998
20581,68176
14292,61213
9179,94454
3044,94366
26514,74570
11268,56949
46126,95100
975,50359
42605,94669
41042,61707
14405,78846
25097,86904
45110,58979
13587,86206
25307,74053
4217,95276
24008,55767
38625,51044
35664,68081
31371,76153
41413,71719
11423,58431
34540,61648
38215,77480
46069,61429
42050,58492
36894,63078
25061,59490
36611,82764
9131,61808
645,55008
8145,66025
46996,55269
18863,96613
2369,62118
3472,80582
17510,74292
38437,68573
29390,72924
37731,97439
3680,64864
2176,84689
44150,61084
49869,59848
38518,88528
26763,57661
4451,72772
14145,83446
6282,87417
2976,60322
9788,79156
42006,57380
13622,97950
43541,52012
34819,79524
41347,85938
45516,77156
1046,68703
39276,50535
36922,59407
7814,83148
44586,81916
36132,72203
48239,72272
19827,50078
41915,53129
38384,51371
10699,58730
36436,95673
12142,62607
18562,69167
17763,55471
40447,73100
20358,92010
9487,59686
5397,68007
15474,86385
5732,58403
20098,94363
26711,76936
27256,56289
37036,70901
23146,97474
33787,51904
36438,72948
25963,57978
18978,96428
43807,66765
28546,78283
2859,57494
10098,62459
11773,88238
17222,65357
46073,65565
3197,69228
29076,57331
16589,92541
17532,56530
18125,85975
13696,73944
45936,75988
39377,90829
7284,60815
21721,51815
42690,95156
24715,84518
28932,90211
48114,56471
18656,71303
28812,63121
46273,75553
49463,81801
39139,89229
39562,64957
46588,77137
